country,continent,population,date,total_cases,new_cases,total_deaths,new_deaths,total_recovered,total_tests
Russia,Europe,146000000,2020-04-17,649158,56753,8688,798,236929,6585625
Russia,Europe,146000000,2020-04-18,692561,43403,9486,798,243411,6765982
Russia,Europe,146000000,2020-04-19,692561,0,9616,130,282046,7037413
Russia,Europe,146000000,2020-04-20,744325,51764,9709,93,282593,7292173
Russia,Europe,146000000,2020-04-21,744325,0,10223,514,320291,7292173
Russia,Europe,146000000,2020-04-22,857395,113070,11477,1254,325926,8989983
Russia,Europe,146000000,2020-04-23,857395,0,11572,95,357203,8989983
Russia,Europe,146000000,2020-04-24,857395,0,12328,756,357203,8989983
Russia,Europe,146000000,2020-04-25,915247,57852,12412,84,419776,9550402
Russia,Europe,146000000,2020-04-26,1010524,95277,13726,1314,419776,11418945
Russia,Europe,146000000,2020-04-27,1054418,43894,14745,1019,458226,11418945
Russia,Europe,146000000,2020-04-28,1085978,31560,14816,71,465137,11418945
Russia,Europe,146000000,2020-04-29,1085978,0,14816,0,492132,11621530
Russia,Europe,146000000,2020-04-30,1112882,26904,15626,810,511879,11621530
Russia,Europe,146000000,2020-05-01,1209470,96588,16513,887,559089,12873264
Russia,Europe,146000000,2020-05-02,1209470,0,16654,141,653597,12873264
Russia,Europe,146000000,2020-05-03,1209470,0,17197,543,653597,12873264
Russia,Europe,146000000,2020-05-04,1216759,7289,17197,0,653597,12873264
Russia,Europe,146000000,2020-05-05,1239026,22267,17364,167,691123,13771639
Russia,Europe,146000000,2020-05-06,1361587,122561,18794,1430,716648,13771639
Russia,Europe,146000000,2020-05-07,1368496,6909,18836,42,769992,14705455
Russia,Europe,146000000,2020-05-08,1389467,20971,19279,443,799245,14705455
Russia,Europe,146000000,2020-05-09,1421987,32520,19279,0,799245,14705455
Russia,Europe,146000000,2020-05-10,1466800,44813,20827,1548,860357,15734531
Russia,Europe,146000000,2020-05-11,1513097,46297,21141,314,976751,15734531
Russia,Europe,146000000,2020-05-12,1513097,0,21141,0,988591,15734531
Russia,Europe,146000000,2020-05-13,1513097,0,21337,196,1029399,15734531
Russia,Europe,146000000,2020-05-14,1513097,0,21567,230,1029399,15734531
Russia,Europe,146000000,2020-05-15,1582750,69653,22189,622,1030336,16715185
Russia,Europe,146000000,2020-05-16,1582750,0,22189,0,1030336,16715185
Russia,Europe,146000000,2020-05-17,1582750,0,22189,0,1055391,17446897
Russia,Europe,146000000,2020-05-18,1582750,0,22189,0,1055391,17446897
Russia,Europe,146000000,2020-05-19,1601919,19169,22189,0,1123961,17446897
Russia,Europe,146000000,2020-05-20,1655529,53610,22645,456,1151896,17446897
Russia,Europe,146000000,2020-05-21,1677753,22224,23335,690,1216710,17446897
Russia,Europe,146000000,2020-05-22,1677753,0,23335,0,1245650,17446897
Russia,Europe,146000000,2020-05-23,1677753,0,23335,0,1245650,17446897
Russia,Europe,146000000,2020-05-24,1677753,0,23335,0,1346792,17446897
Russia,Europe,146000000,2020-05-25,1677753,0,23335,0,1443380,17750856
Russia,Europe,146000000,2020-05-26,1678466,713,23335,0,1443380,17750856
Russia,Europe,146000000,2020-05-27,1716327,37861,23692,357,1443380,17750856
Russia,Europe,146000000,2020-05-28,1716327,0,23692,0,1443380,17750856
Russia,Europe,146000000,2020-05-29,1716327,0,23882,190,1508322,17750856
Russia,Europe,146000000,2020-05-30,1716327,0,23882,0,1508322,17750856
Russia,Europe,146000000,2020-05-31,1789052,72725,24750,868,1508322,17750856
Russia,Europe,146000000,2020-06-01,1789052,0,24750,0,1508322,19116846
Russia,Europe,146000000,2020-06-02,1789052,0,24750,0,1508322,19116846
Russia,Europe,146000000,2020-06-03,1789052,0,24750,0,1508322,19116846
Russia,Europe,146000000,2020-06-04,1789052,0,24750,0,1508322,19116846
Russia,Europe,146000000,2020-06-05,1789052,0,24750,0,1594748,19116846
Russia,Europe,146000000,2020-06-06,1789052,0,25130,380,1594748,19116846
Russia,Europe,146000000,2020-06-07,1789052,0,25130,0,1594748,19116846
Russia,Europe,146000000,2020-06-08,1789052,0,25130,0,1594748,19116846
Russia,Europe,146000000,2020-06-09,1789052,0,25130,0,1594748,19116846
Russia,Europe,146000000,2020-06-10,1789052,0,25130,0,1594748,19116846
Russia,Europe,146000000,2020-06-11,1789052,0,25130,0,1594748,19677707
Russia,Europe,146000000,2020-06-12,1789052,0,25130,0,1594748,19677707
Russia,Europe,146000000,2020-06-13,1789052,0,25130,0,1594748,19677707
Russia,Europe,146000000,2020-06-14,1789052,0,25130,0,1656755,19677707
Russia,Europe,146000000,2020-06-15,1789052,0,25130,0,1656755,19677707
Russia,Europe,146000000,2020-06-16,1789052,0,25130,0,1656755,19677707
Russia,Europe,146000000,2020-06-17,1789052,0,25130,0,1656755,19677707
Russia,Europe,146000000,2020-06-18,1789052,0,25130,0,1669062,19677707
UK,Europe,67000000,2020-03-01,303,303,7,7,267,6244
UK,Europe,67000000,2020-03-02,359,56,8,1,267,6985
UK,Europe,67000000,2020-03-03,380,21,9,1,267,8283
UK,Europe,67000000,2020-03-04,421,41,10,1,270,8283
UK,Europe,67000000,2020-03-05,474,53,11,1,279,8965
UK,Europe,67000000,2020-03-06,542,68,13,2,279,11194
UK,Europe,67000000,2020-03-07,605,63,14,1,279,12211
UK,Europe,67000000,2020-03-08,689,84,16,2,279,13929
UK,Europe,67000000,2020-03-09,768,79,19,3,279,15352
UK,Europe,67000000,2020-03-10,866,98,21,2,279,18809
UK,Europe,67000000,2020-03-11,942,76,23,2,279,18809
UK,Europe,67000000,2020-03-12,1034,92,25,2,279,19321
UK,Europe,67000000,2020-03-13,1190,156,28,3,279,22683
UK,Europe,67000000,2020-03-14,1298,108,31,3,279,25844
UK,Europe,67000000,2020-03-15,1475,177,35,4,279,31966
UK,Europe,67000000,2020-03-16,1597,122,40,5,282,31966
UK,Europe,67000000,2020-03-17,1813,216,43,3,299,36978
UK,Europe,67000000,2020-03-18,1979,166,48,5,352,40047
UK,Europe,67000000,2020-03-19,2453,474,58,10,366,51319
UK,Europe,67000000,2020-03-20,2736,283,66,8,450,56770
UK,Europe,67000000,2020-03-21,2901,165,71,5,508,58830
UK,Europe,67000000,2020-03-22,3145,244,79,8,536,59821
UK,Europe,67000000,2020-03-23,3416,271,82,3,653,66271
UK,Europe,67000000,2020-03-24,3948,532,97,15,661,76660
UK,Europe,67000000,2020-03-25,4306,358,101,4,753,90298
UK,Europe,67000000,2020-03-26,4978,672,119,18,788,91301
UK,Europe,67000000,2020-03-27,5374,396,129,10,942,99040
UK,Europe,67000000,2020-03-28,6281,907,152,23,1013,117539
UK,Europe,67000000,2020-03-29,6697,416,165,13,1232,140685
UK,Europe,67000000,2020-03-30,7557,860,187,22,1339,151618
UK,Europe,67000000,2020-03-31,8115,558,192,5,1442,168809
UK,Europe,67000000,2020-04-01,10030,1915,248,56,1541,211417
UK,Europe,67000000,2020-04-02,10071,41,248,0,2128,211417
UK,Europe,67000000,2020-04-03,11302,1231,287,39,2129,222177
UK,Europe,67000000,2020-04-04,12785,1483,316,29,2344,225177
UK,Europe,67000000,2020-04-05,15214,2429,374,58,2551,325177
UK,Europe,67000000,2020-04-06,16050,836,392,18,2808,325177
UK,Europe,67000000,2020-04-07,18058,2008,443,51,3043,383926
UK,Europe,67000000,2020-04-08,20864,2806,512,69,3369,389783
UK,Europe,67000000,2020-04-09,22299,1435,540,28,3851,480159
UK,Europe,67000000,2020-04-10,25303,3004,630,90,4463,529064
UK,Europe,67000000,2020-04-11,28650,3347,707,77,5224,558710
UK,Europe,67000000,2020-04-12,32042,3392,798,91,5595,653035
UK,Europe,67000000,2020-04-13,35576,3534,872,74,6026,653035
UK,Europe,67000000,2020-04-14,39468,3892,982,110,6078,827771
UK,Europe,67000000,2020-04-15,43368,3900,1049,67,8603,827771
UK,Europe,67000000,2020-04-16,51315,7947,1350,301,8603,1031631
UK,Europe,67000000,2020-04-17,51315,0,1350,0,8727,1158293
UK,Europe,67000000,2020-04-18,60806,9491,1480,130,9651,1190526
UK,Europe,67000000,2020-04-19,64170,3364,1606,126,12212,1311258
UK,Europe,67000000,2020-04-20,72044,7874,1813,207,13287,1410788
UK,Europe,67000000,2020-04-21,86210,14166,2083,270,15359,1828985
UK,Europe,67000000,2020-04-22,91415,5205,2170,87,17119,1933606
UK,Europe,67000000,2020-04-23,94776,3361,2262,92,17241,2036183
UK,Europe,67000000,2020-04-24,106078,11302,2553,291,21751,2079299
UK,Europe,67000000,2020-04-25,113336,7258,2739,186,22329,2544685
UK,Europe,67000000,2020-04-26,126410,13074,3094,355,25314,2544685
UK,Europe,67000000,2020-04-27,135695,9285,3401,307,28198,2736296
UK,Europe,67000000,2020-04-28,150389,14694,3773,372,34135,3139876
UK,Europe,67000000,2020-04-29,158103,7714,3835,62,35545,3142112
UK,Europe,67000000,2020-04-30,172428,14325,4280,445,44739,3532495
UK,Europe,67000000,2020-05-01,190304,17876,4756,476,44739,3830608
UK,Europe,67000000,2020-05-02,204107,13803,5153,397,50496,4149539
UK,Europe,67000000,2020-05-03,226997,22890,5557,404,55356,4298008
UK,Europe,67000000,2020-05-04,230315,3318,5572,15,58183,4981864
UK,Europe,67000000,2020-05-05,254801,24486,6351,779,70482,5418408
UK,Europe,67000000,2020-05-06,262666,7865,6646,295,81324,5470444
UK,Europe,67000000,2020-05-07,285802,23136,6945,299,81324,5986184
UK,Europe,67000000,2020-05-08,296282,10480,7560,615,88241,6177630
UK,Europe,67000000,2020-05-09,317953,21671,8077,517,97417,6177630
UK,Europe,67000000,2020-05-10,361592,43639,8834,757,110512,7976061
UK,Europe,67000000,2020-05-11,361592,0,8834,0,118672,7976061
UK,Europe,67000000,2020-05-12,375682,14090,9116,282,128656,8065587
UK,Europe,67000000,2020-05-13,377067,1385,9195,79,137722,8409707
UK,Europe,67000000,2020-05-14,401735,24668,9971,776,142703,8409707
UK,Europe,67000000,2020-05-15,405308,3573,9971,0,163714,8409707
UK,Europe,67000000,2020-05-16,434576,29268,11192,1221,184414,9105781
UK,Europe,67000000,2020-05-17,458295,23719,11783,591,206544,9625196
UK,Europe,67000000,2020-05-18,462851,4556,11783,0,206544,9625196
UK,Europe,67000000,2020-05-19,467455,4604,11783,0,213984,9762321
UK,Europe,67000000,2020-05-20,495920,28465,12138,355,220813,9762321
UK,Europe,67000000,2020-05-21,495920,0,12282,144,243236,9762321
UK,Europe,67000000,2020-05-22,495920,0,12507,225,251548,10103509
UK,Europe,67000000,2020-05-23,500725,4805,12507,0,269936,10103509
UK,Europe,67000000,2020-05-24,513692,12967,12564,57,316495,11023207
UK,Europe,67000000,2020-05-25,522011,8319,12564,0,316495,11491435
UK,Europe,67000000,2020-05-26,522011,0,12950,386,340106,11491435
UK,Europe,67000000,2020-05-27,545205,23194,13615,665,340106,11491435
UK,Europe,67000000,2020-05-28,545205,0,13615,0,374746,11663406
UK,Europe,67000000,2020-05-29,588003,42798,14519,904,374746,11663406
UK,Europe,67000000,2020-05-30,588003,0,14519,0,402131,12302796
UK,Europe,67000000,2020-05-31,588003,0,14519,0,413386,12302796
UK,Europe,67000000,2020-06-01,588003,0,14519,0,428642,12895149
UK,Europe,67000000,2020-06-02,588003,0,14539,20,428642,12895149
UK,Europe,67000000,2020-06-03,588003,0,14539,0,428642,12895149
UK,Europe,67000000,2020-06-04,588003,0,14845,306,444155,12895149
UK,Europe,67000000,2020-06-05,588003,0,14845,0,444155,12895149
UK,Europe,67000000,2020-06-06,588003,0,14845,0,444155,12895149
UK,Europe,67000000,2020-06-07,588003,0,14845,0,456449,12895149
UK,Europe,67000000,2020-06-08,589080,1077,14845,0,456449,12895149
UK,Europe,67000000,2020-06-09,589080,0,14845,0,479863,12895149
UK,Europe,67000000,2020-06-10,602624,13544,14956,111,479876,12895149
UK,Europe,67000000,2020-06-11,602624,0,14956,0,484561,12895149
UK,Europe,67000000,2020-06-12,602624,0,14956,0,533775,13019564
UK,Europe,67000000,2020-06-13,602624,0,14956,0,548862,13019564
UK,Europe,67000000,2020-06-14,603338,714,14956,0,548862,13019564
UK,Europe,67000000,2020-06-15,618656,15318,14956,0,548862,13019564
UK,Europe,67000000,2020-06-16,618656,0,14982,26,548862,13019564
UK,Europe,67000000,2020-06-17,618656,0,14982,0,553280,13019564
UK,Europe,67000000,2020-06-18,618656,0,15226,244,553280,13019564
France,Europe,65000000,2020-03-01,14415,14415,170,170,13399,123834
France,Europe,65000000,2020-03-02,16140,1725,196,26,13399,130673
France,Europe,65000000,2020-03-03,17857,1717,211,15,13399,142957
France,Europe,65000000,2020-03-04,19192,1335,231,20,13399,175334
France,Europe,65000000,2020-03-05,21414,2222,252,21,13399,201554
France,Europe,65000000,2020-03-06,23485,2071,278,26,13399,213798
France,Europe,65000000,2020-03-07,25600,2115,301,23,13399,239210
France,Europe,65000000,2020-03-08,27101,1501,321,20,13399,239210
France,Europe,65000000,2020-03-09,29596,2495,350,29,13399,257663
France,Europe,65000000,2020-03-10,31948,2352,384,34,13399,283992
France,Europe,65000000,2020-03-11,34091,2143,403,19,13399,295059
France,Europe,65000000,2020-03-12,39726,5635,473,70,13399,375524
France,Europe,65000000,2020-03-13,39901,175,473,0,13399,375524
France,Europe,65000000,2020-03-14,44965,5064,535,62,13399,381181
France,Europe,65000000,2020-03-15,49303,4338,598,63,13399,422754
France,Europe,65000000,2020-03-16,49781,478,598,0,14893,422754
France,Europe,65000000,2020-03-17,59024,9243,719,121,15841,536705
France,Europe,65000000,2020-03-18,61979,2955,746,27,16687,536705
France,Europe,65000000,2020-03-19,68359,6380,813,67,19376,630291
France,Europe,65000000,2020-03-20,72828,4469,872,59,20033,664147
France,Europe,65000000,2020-03-21,75961,3133,905,33,23639,673318
France,Europe,65000000,2020-03-22,86618,10657,1068,163,23639,808450
France,Europe,65000000,2020-03-23,93341,6723,1142,74,24203,909832
France,Europe,65000000,2020-03-24,103445,10104,1213,71,29733,910993
France,Europe,65000000,2020-03-25,109858,6413,1312,99,29812,993650
France,Europe,65000000,2020-03-26,110797,939,1330,18,36800,993650
France,Europe,65000000,2020-03-27,129686,18889,1524,194,36800,1161382
France,Europe,65000000,2020-03-28,138132,8446,1618,94,37884,1175429
France,Europe,65000000,2020-03-29,148120,9988,1792,174,43142,1246687
France,Europe,65000000,2020-03-30,157448,9328,1935,143,45809,1416183
France,Europe,65000000,2020-03-31,162583,5135,1935,0,49156,1416183
France,Europe,65000000,2020-04-01,180327,17744,2168,233,54703,1647395
France,Europe,65000000,2020-04-02,187312,6985,2247,79,62209,1700337
France,Europe,65000000,2020-04-03,219146,31834,2615,368,62971,1871090
France,Europe,65000000,2020-04-04,219146,0,2615,0,66263,1948311
France,Europe,65000000,2020-04-05,220162,1016,2615,0,80815,1948311
France,Europe,65000000,2020-04-06,238855,18693,2827,212,82769,2071679
France,Europe,65000000,2020-04-07,266248,27393,3131,304,93573,2456354
France,Europe,65000000,2020-04-08,266248,0,3131,0,99337,2456354
France,Europe,65000000,2020-04-09,266248,0,3131,0,103108,2456354
France,Europe,65000000,2020-04-10,311688,45440,3641,510,112302,2459825
France,Europe,65000000,2020-04-11,316402,4714,3834,193,122971,2845796
France,Europe,65000000,2020-04-12,323306,6904,3834,0,126341,2845796
France,Europe,65000000,2020-04-13,350401,27095,4043,209,136521,3001954
France,Europe,65000000,2020-04-14,350401,0,4071,28,150368,3305695
France,Europe,65000000,2020-04-15,359514,9113,4178,107,170096,3419123
France,Europe,65000000,2020-04-16,398228,38714,4884,706,170096,3419123
France,Europe,65000000,2020-04-17,398228,0,4884,0,201707,3419123
France,Europe,65000000,2020-04-18,422239,24011,5023,139,201707,3761848
France,Europe,65000000,2020-04-19,429561,7322,5023,0,201707,3761848
France,Europe,65000000,2020-04-20,453886,24325,5380,357,208718,4032023
France,Europe,65000000,2020-04-21,457339,3453,5380,0,232799,4032023
France,Europe,65000000,2020-04-22,457339,0,5514,134,232799,4217720
France,Europe,65000000,2020-04-23,490418,33079,5694,180,237149,4614267
France,Europe,65000000,2020-04-24,490418,0,5694,0,262143,4614267
France,Europe,65000000,2020-04-25,516781,26363,6078,384,295812,4614267
France,Europe,65000000,2020-04-26,516781,0,6260,182,295812,4614267
France,Europe,65000000,2020-04-27,546679,29898,6498,238,318471,4950296
France,Europe,65000000,2020-04-28,546679,0,6498,0,318471,4950296
France,Europe,65000000,2020-04-29,546679,0,6560,62,318471,4950296
France,Europe,65000000,2020-04-30,546679,0,6560,0,377277,4950296
France,Europe,65000000,2020-05-01,568530,21851,6748,188,377277,4950296
France,Europe,65000000,2020-05-02,568530,0,6796,48,389786,5141140
France,Europe,65000000,2020-05-03,568530,0,6796,0,389786,5141140
France,Europe,65000000,2020-05-04,607167,38637,7481,685,404211,5141140
France,Europe,65000000,2020-05-05,607167,0,7481,0,417526,5141140
France,Europe,65000000,2020-05-06,612401,5234,7481,0,417526,5539759
France,Europe,65000000,2020-05-07,612401,0,7481,0,450819,5539759
France,Europe,65000000,2020-05-08,612401,0,7481,0,457810,5539759
France,Europe,65000000,2020-05-09,612401,0,7481,0,490915,5539759
France,Europe,65000000,2020-05-10,612401,0,7481,0,490915,5539759
France,Europe,65000000,2020-05-11,623150,10749,7481,0,490915,5539759
France,Europe,65000000,2020-05-12,623150,0,7481,0,490915,5539759
France,Europe,65000000,2020-05-13,623150,0,7481,0,510422,5539759
France,Europe,65000000,2020-05-14,623150,0,7481,0,510422,6175509
France,Europe,65000000,2020-05-15,623150,0,7481,0,518788,6175509
France,Europe,65000000,2020-05-16,623150,0,7526,45,520827,6175509
France,Europe,65000000,2020-05-17,625096,1946,7526,0,520827,6175509
France,Europe,65000000,2020-05-18,674192,49096,7804,278,565932,6175509
France,Europe,65000000,2020-05-19,674192,0,8017,213,565932,6338582
France,Europe,65000000,2020-05-20,674192,0,8023,6,565932,6338582
France,Europe,65000000,2020-05-21,674192,0,8023,0,565932,6338582
France,Europe,65000000,2020-05-22,676729,2537,8023,0,575913,6338582
France,Europe,65000000,2020-05-23,676729,0,8023,0,575913,6338582
France,Europe,65000000,2020-05-24,676729,0,8023,0,575913,6338582
France,Europe,65000000,2020-05-25,676729,0,8023,0,575913,6338582
France,Europe,65000000,2020-05-26,676729,0,8023,0,575913,6338582
France,Europe,65000000,2020-05-27,676729,0,8077,54,575913,6338582
France,Europe,65000000,2020-05-28,676729,0,8262,185,586388,6338582
France,Europe,65000000,2020-05-29,676729,0,8262,0,586388,6338582
France,Europe,65000000,2020-05-30,676729,0,8262,0,586388,6338582
France,Europe,65000000,2020-05-31,676729,0,8262,0,586388,6338582
France,Europe,65000000,2020-06-01,676729,0,8262,0,644650,6338582
France,Europe,65000000,2020-06-02,676729,0,8262,0,644650,6338582
France,Europe,65000000,2020-06-03,676729,0,8262,0,644650,6338582
France,Europe,65000000,2020-06-04,676729,0,8262,0,644650,6338582
France,Europe,65000000,2020-06-05,676729,0,8262,0,644650,6338582
France,Europe,65000000,2020-06-06,679383,2654,8262,0,644650,6338582
France,Europe,65000000,2020-06-07,691276,11893,8262,0,644650,6338582
France,Europe,65000000,2020-06-08,691276,0,8262,0,644650,6510065
France,Europe,65000000,2020-06-09,691276,0,8310,48,644650,6510065
France,Europe,65000000,2020-06-10,703363,12087,8310,0,644650,6510065
France,Europe,65000000,2020-06-11,703363,0,8318,8,644650,6630188
France,Europe,65000000,2020-06-12,703363,0,8318,0,644650,6630188
France,Europe,65000000,2020-06-13,703363,0,8318,0,644650,6630188
France,Europe,65000000,2020-06-14,703363,0,8318,0,644650,6630188
France,Europe,65000000,2020-06-15,703363,0,8405,87,644650,6630188
France,Europe,65000000,2020-06-16,703363,0,8513,108,644650,6630188
France,Europe,65000000,2020-06-17,703363,0,8513,0,644650,6630188
France,Europe,65000000,2020-06-18,703363,0,8513,0,644650,6630188
Germany,Europe,84000000,2020-03-01,1839,1839,25,25,1706,28704
Germany,Europe,84000000,2020-03-02,1931,92,27,2,1706,30958
Germany,Europe,84000000,2020-03-03,2218,287,30,3,1706,33631
Germany,Europe,84000000,2020-03-04,2471,253,35,5,1706,40095
Germany,Europe,84000000,2020-03-05,2786,315,39,4,1706,47923
Germany,Europe,84000000,2020-03-06,2946,160,40,1,1720,47923
Germany,Europe,84000000,2020-03-07,3176,230,45,5,1720,51604
Germany,Europe,84000000,2020-03-08,3844,668,54,9,1720,58801
Germany,Europe,84000000,2020-03-09,4131,287,55,1,1720,64423
Germany,Europe,84000000,2020-03-10,4789,658,67,12,1720,76241
Germany,Europe,84000000,2020-03-11,5251,462,74,7,1720,80924
Germany,Europe,84000000,2020-03-12,5714,463,80,6,1720,89697
Germany,Europe,84000000,2020-03-13,6369,655,93,13,1720,108136
Germany,Europe,84000000,2020-03-14,7548,1179,105,12,1720,109058
Germany,Europe,84000000,2020-03-15,8046,498,113,8,1720,126475
Germany,Europe,84000000,2020-03-16,9041,995,123,10,1720,132627
Germany,Europe,84000000,2020-03-17,9170,129,125,2,1941,141156
Germany,Europe,84000000,2020-03-18,10557,1387,147,22,2159,176447
Germany,Europe,84000000,2020-03-19,12213,1656,171,24,2298,194409
Germany,Europe,84000000,2020-03-20,13225,1012,185,14,2454,210844
Germany,Europe,84000000,2020-03-21,14804,1579,211,26,2642,218813
Germany,Europe,84000000,2020-03-22,16652,1848,238,27,3100,258521
Germany,Europe,84000000,2020-03-23,17171,519,247,9,3648,267559
Germany,Europe,84000000,2020-03-24,19580,2409,275,28,3952,306019
Germany,Europe,84000000,2020-03-25,22114,2534,315,40,4652,353134
Germany,Europe,84000000,2020-03-26,24286,2172,337,22,4990,402065
Germany,Europe,84000000,2020-03-27,27536,3250,391,54,5155,416436
Germany,Europe,84000000,2020-03-28,30162,2626,429,38,6689,460792
Germany,Europe,84000000,2020-03-29,35304,5142,493,64,6689,576281
Germany,Europe,84000000,2020-03-30,38778,3474,512,19,7923,608658
Germany,Europe,84000000,2020-03-31,40490,1712,564,52,7923,652359
Germany,Europe,84000000,2020-04-01,45180,4690,670,106,9092,681504
Germany,Europe,84000000,2020-04-02,51372,6192,723,53,10379,829034
Germany,Europe,84000000,2020-04-03,53037,1665,739,16,11398,829034
Germany,Europe,84000000,2020-04-04,61144,8107,865,126,13100,1058402
Germany,Europe,84000000,2020-04-05,67235,6091,970,105,14719,1058402
Germany,Europe,84000000,2020-04-06,78242,11007,1111,141,14719,1228269
Germany,Europe,84000000,2020-04-07,80836,2594,1136,25,16038,1291533
Germany,Europe,84000000,2020-04-08,91089,10253,1253,117,20190,1525219
Germany,Europe,84000000,2020-04-09,100282,9193,1407,154,20653,1539515
Germany,Europe,84000000,2020-04-10,110100,9818,1517,110,24681,1761381
Germany,Europe,84000000,2020-04-11,121921,11821,1733,216,26043,2083206
Germany,Europe,84000000,2020-04-12,124921,3000,1816,83,31572,2083206
Germany,Europe,84000000,2020-04-13,143028,18107,2061,245,31572,2254488
Germany,Europe,84000000,2020-04-14,148121,5093,2066,5,34973,2371455
Germany,Europe,84000000,2020-04-15,167986,19865,2324,258,40296,2750432
Germany,Europe,84000000,2020-04-16,181487,13501,2490,166,43985,2894975
Germany,Europe,84000000,2020-04-17,194746,13259,2773,283,47038,2939619
Germany,Europe,84000000,2020-04-18,212639,17893,3035,262,55187,3331650
Germany,Europe,84000000,2020-04-19,240407,27768,3447,412,60453,4007137
Germany,Europe,84000000,2020-04-20,242762,2355,3450,3,65416,4007137
Germany,Europe,84000000,2020-04-21,257030,14268,3540,90,74117,4007137
Germany,Europe,84000000,2020-04-22,280841,23811,3812,272,80283,4299985
Germany,Europe,84000000,2020-04-23,298997,18156,4314,502,83684,4789560
Germany,Europe,84000000,2020-04-24,323467,24470,4489,175,99814,5688927
Germany,Europe,84000000,2020-04-25,336315,12848,4927,438,103016,5729726
Germany,Europe,84000000,2020-04-26,362804,26489,4927,0,106787,6408491
Germany,Europe,84000000,2020-04-27,399568,36764,5515,588,123755,6408491
Germany,Europe,84000000,2020-04-28,399568,0,5534,19,129846,6408491
Germany,Europe,84000000,2020-04-29,428015,28447,6073,539,140975,7330264
Germany,Europe,84000000,2020-04-30,445088,17073,6365,292,166716,7330264
Germany,Europe,84000000,2020-05-01,473594,28506,6610,245,178424,7330264
Germany,Europe,84000000,2020-05-02,482813,9219,6895,285,182410,7330264
Germany,Europe,84000000,2020-05-03,484233,1420,6895,0,225673,8306633
Germany,Europe,84000000,2020-05-04,535123,50890,7477,582,225673,8306633
Germany,Europe,84000000,2020-05-05,535123,0,7477,0,225673,8306633
Germany,Europe,84000000,2020-05-06,545779,10656,7617,140,257356,8598029
Germany,Europe,84000000,2020-05-07,572367,26588,7974,357,257356,8731464
Germany,Europe,84000000,2020-05-08,575137,2770,8166,192,275898,8867475
Germany,Europe,84000000,2020-05-09,600394,25257,9055,889,279050,9544033
Germany,Europe,84000000,2020-05-10,634199,33805,9055,0,314652,9906790
Germany,Europe,84000000,2020-05-11,634199,0,9055,0,335451,10911939
Germany,Europe,84000000,2020-05-12,645446,11247,9233,178,361656,10911939
Germany,Europe,84000000,2020-05-13,645446,0,9233,0,361656,10911939
Germany,Europe,84000000,2020-05-14,645446,0,9367,134,393191,10911939
Germany,Europe,84000000,2020-05-15,661654,16208,9367,0,443924,10911939
Germany,Europe,84000000,2020-05-16,681845,20191,9771,404,443924,10911939
Germany,Europe,84000000,2020-05-17,695270,13425,9771,0,443924,11205612
Germany,Europe,84000000,2020-05-18,695270,0,9972,201,453208,11541454
Germany,Europe,84000000,2020-05-19,695270,0,9972,0,506517,11541454
Germany,Europe,84000000,2020-05-20,732143,36873,10383,411,506517,11541454
Germany,Europe,84000000,2020-05-21,732143,0,10383,0,511387,11541454
Germany,Europe,84000000,2020-05-22,732143,0,10383,0,511387,11541454
Germany,Europe,84000000,2020-05-23,737695,5552,10383,0,555943,11541454
Germany,Europe,84000000,2020-05-24,740299,2604,10595,212,574239,12076257
Germany,Europe,84000000,2020-05-25,740299,0,10595,0,600292,12076257
Germany,Europe,84000000,2020-05-26,740299,0,10601,6,612136,12076257
Germany,Europe,84000000,2020-05-27,740299,0,10601,0,612136,12076257
Germany,Europe,84000000,2020-05-28,765412,25113,10940,339,612136,12076257
Germany,Europe,84000000,2020-05-29,765412,0,11019,79,612136,12076257
Germany,Europe,84000000,2020-05-30,765412,0,11019,0,644170,12076257
Germany,Europe,84000000,2020-05-31,765412,0,11019,0,644170,13304130
Germany,Europe,84000000,2020-06-01,773336,7924,11336,317,644170,13304130
Germany,Europe,84000000,2020-06-02,773336,0,11336,0,658473,13304130
Germany,Europe,84000000,2020-06-03,773336,0,11336,0,658473,13304130
Germany,Europe,84000000,2020-06-04,773336,0,11336,0,684504,13304130
Germany,Europe,84000000,2020-06-05,786851,13515,11336,0,684504,13304130
Germany,Europe,84000000,2020-06-06,786851,0,11336,0,684504,13304130
Germany,Europe,84000000,2020-06-07,786851,0,11336,0,685666,13304130
Germany,Europe,84000000,2020-06-08,786851,0,11336,0,685666,13304130
Germany,Europe,84000000,2020-06-09,804713,17862,11336,0,685666,13304130
Germany,Europe,84000000,2020-06-10,804713,0,11336,0,696062,13304130
Germany,Europe,84000000,2020-06-11,804713,0,11336,0,729386,13304130
Germany,Europe,84000000,2020-06-12,804713,0,11608,272,729386,13304130
Germany,Europe,84000000,2020-06-13,804713,0,11608,0,729386,13304130
Germany,Europe,84000000,2020-06-14,804713,0,11608,0,729386,13304130
Germany,Europe,84000000,2020-06-15,804713,0,11608,0,733100,13304130
Germany,Europe,84000000,2020-06-16,804713,0,11608,0,733100,13304130
Germany,Europe,84000000,2020-06-17,804713,0,11608,0,733100,13304130
Germany,Europe,84000000,2020-06-18,804713,0,11608,0,733100,13304130
Italy,Europe,60000000,2020-03-01,2393,2393,51,51,2048,51394
Italy,Europe,60000000,2020-03-02,2492,99,54,3,2048,59633
