City,Region,Date,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed,AQI,AQI_Category
Bengaluru,Southern-India,2023-04-07,18.4,39.2,23.6,10.3,0.95,61.1,16.9,48.1,7.4,63.5,Satisfactory
Bengaluru,Southern-India,2023-04-08,18.1,42.3,24.0,10.1,0.76,43.9,18.9,64.1,2.9,64.2,Satisfactory
Bengaluru,Southern-India,2023-04-09,21.3,58.9,19.3,12.8,0.87,48.8,19.2,64.0,10.9,76.6,Satisfactory
Bengaluru,Southern-India,2023-04-10,22.4,37.1,20.3,4.3,0.53,60.1,18.2,49.4,9.7,68.8,Satisfactory
Bengaluru,Southern-India,2023-04-11,19.0,26.7,24.4,10.2,0.69,42.9,25.0,50.6,4.1,60.0,Satisfactory
Bengaluru,Southern-India,2023-04-12,23.5,31.7,16.7,9.5,0.67,34.8,21.1,58.5,6.2,68.9,Satisfactory
Bengaluru,Southern-India,2023-04-13,22.9,37.9,21.9,7.8,0.78,63.6,21.5,59.5,2.4,71.4,Satisfactory
Bengaluru,Southern-India,2023-04-14,23.2,46.1,23.2,10.1,0.48,58.1,21.4,58.8,9.5,76.2,Satisfactory
Bengaluru,Southern-India,2023-04-15,21.1,38.5,19.7,8.6,0.67,55.0,22.3,62.4,10.5,67.3,Satisfactory
Bengaluru,Southern-India,2023-04-16,22.9,36.0,14.0,11.1,0.57,70.6,22.1,62.0,12.1,68.9,Satisfactory
Bengaluru,Southern-India,2023-04-17,22.6,27.5,15.6,12.4,0.71,68.4,23.2,61.9,5.8,65.7,Satisfactory
Bengaluru,Southern-India,2023-04-18,22.5,27.5,20.6,7.6,0.56,49.3,22.6,66.7,8.0,66.0,Satisfactory
Bengaluru,Southern-India,2023-04-19,20.5,35.1,19.4,10.5,0.71,59.3,20.9,61.6,7.6,65.0,Satisfactory
Bengaluru,Southern-India,2023-04-20,21.8,37.3,19.5,9.8,0.67,47.6,24.7,61.2,7.2,68.5,Satisfactory
Bengaluru,Southern-India,2023-04-21,21.5,28.3,18.0,8.5,0.69,50.8,21.9,66.5,15.6,63.6,Satisfactory
Bengaluru,Southern-India,2023-04-22,18.4,33.6,19.4,9.3,0.77,69.5,23.2,60.8,15.0,59.8,Satisfactory
Bengaluru,Southern-India,2023-04-23,23.7,28.7,18.1,7.0,0.68,56.8,24.0,58.6,13.8,68.0,Satisfactory
Bengaluru,Southern-India,2023-04-24,25.0,46.0,19.3,6.5,0.58,44.7,26.6,63.3,10.4,78.0,Satisfactory
Bengaluru,Southern-India,2023-04-25,17.5,30.2,16.0,7.2,0.64,45.0,19.9,71.4,3.1,55.1,Satisfactory
Bengaluru,Southern-India,2023-04-26,13.5,35.8,18.9,10.0,0.79,55.1,26.4,61.0,14.9,50.4,Satisfactory
Bengaluru,Southern-India,2023-04-27,16.3,25.4,17.5,6.9,0.53,50.3,27.1,60.8,2.9,51.1,Satisfactory
Bengaluru,Southern-India,2023-04-28,23.6,33.3,19.6,7.9,0.81,61.9,23.6,61.9,10.2,70.4,Satisfactory
Bengaluru,Southern-India,2023-04-29,22.0,32.3,16.9,6.7,0.68,45.5,22.9,60.7,5.5,65.6,Satisfactory
Bengaluru,Southern-India,2023-04-30,11.8,29.5,15.6,7.8,0.59,50.1,22.0,66.7,8.2,42.7,Good
Bengaluru,Southern-India,2023-05-01,16.0,34.4,17.3,9.9,0.53,56.6,22.0,65.9,7.3,54.6,Satisfactory
Bengaluru,Southern-India,2023-05-02,24.5,32.7,19.7,8.2,0.77,51.7,23.1,62.3,11.7,72.1,Satisfactory
Bengaluru,Southern-India,2023-05-03,19.1,39.2,14.4,6.5,0.61,64.1,26.2,69.6,8.2,61.4,Satisfactory
Bengaluru,Southern-India,2023-05-04,21.9,28.5,17.1,8.1,0.49,70.7,25.8,60.5,5.4,64.2,Satisfactory
Bengaluru,Southern-India,2023-05-05,18.1,34.4,15.6,8.2,0.57,44.3,26.2,64.4,9.1,58.2,Satisfactory
Bengaluru,Southern-India,2023-05-06,14.1,30.6,21.0,8.6,0.77,60.9,26.5,67.2,13.6,49.8,Good
Bengaluru,Southern-India,2023-05-07,21.3,25.4,18.1,5.6,0.52,68.4,26.4,60.1,4.2,61.5,Satisfactory
Bengaluru,Southern-India,2023-05-08,16.2,33.9,16.3,7.8,0.68,58.2,18.0,63.8,4.5,54.0,Satisfactory
Bengaluru,Southern-India,2023-05-09,17.5,31.4,16.1,6.2,0.6,61.8,26.0,63.5,17.9,55.3,Satisfactory
Bengaluru,Southern-India,2023-05-10,17.2,37.2,17.7,6.7,0.55,68.9,27.8,71.7,4.8,57.7,Satisfactory
Bengaluru,Southern-India,2023-05-11,17.0,33.6,16.9,9.9,0.36,51.1,22.3,63.5,3.8,56.2,Satisfactory
Bengaluru,Southern-India,2023-05-12,14.6,32.2,8.4,7.8,0.61,66.6,25.5,69.5,13.3,47.7,Good
Bengaluru,Southern-India,2023-05-13,15.8,24.8,15.8,5.6,0.52,63.0,26.5,69.8,7.2,49.0,Good
Bengaluru,Southern-India,2023-05-14,17.2,29.3,15.7,5.4,0.47,73.4,28.8,63.3,10.0,53.6,Satisfactory
Bengaluru,Southern-India,2023-05-15,16.0,27.4,16.9,6.5,0.52,59.3,28.2,64.0,8.0,51.0,Satisfactory
Bengaluru,Southern-India,2023-05-16,8.7,32.7,16.9,8.7,0.5,59.7,28.0,61.3,8.2,38.2,Good
Bengaluru,Southern-India,2023-05-17,15.4,31.0,17.4,6.1,0.51,67.8,24.4,59.2,2.5,51.2,Satisfactory
Bengaluru,Southern-India,2023-05-18,19.7,28.5,17.9,6.1,0.44,50.0,29.6,63.9,2.0,59.3,Satisfactory
Bengaluru,Southern-India,2023-05-19,15.5,30.3,16.5,5.4,0.62,61.1,26.6,64.8,10.2,50.7,Satisfactory
Bengaluru,Southern-India,2023-05-20,10.6,17.0,16.1,8.0,0.6,52.0,28.7,60.0,11.8,35.5,Good
Bengaluru,Southern-India,2023-05-21,11.6,28.0,15.7,6.2,0.42,47.6,27.7,69.3,10.3,41.5,Good
Bengaluru,Southern-India,2023-05-22,18.6,27.6,14.2,7.1,0.48,41.8,27.4,69.4,3.0,55.8,Satisfactory
Bengaluru,Southern-India,2023-05-23,17.4,29.6,9.3,6.8,0.62,62.9,25.6,64.9,5.1,52.6,Satisfactory
Bengaluru,Southern-India,2023-05-24,14.8,29.0,15.1,6.4,0.48,44.6,26.0,67.4,9.2,48.4,Good
Bengaluru,Southern-India,2023-05-25,20.7,31.4,12.0,5.2,0.4,49.0,27.4,68.2,7.3,60.6,Satisfactory
Bengaluru,Southern-India,2023-05-26,17.8,18.7,13.0,5.2,0.4,63.5,28.6,79.3,7.3,49.8,Good
Bengaluru,Southern-India,2023-05-27,16.5,23.1,17.6,6.0,0.44,,28.1,68.0,3.8,50.4,Satisfactory
Bengaluru,Southern-India,2023-05-28,15.2,34.9,14.8,6.8,0.53,66.9,28.5,68.0,15.4,51.6,Satisfactory
Bengaluru,Southern-India,2023-05-29,15.9,26.9,15.6,7.2,0.45,44.3,29.3,75.2,5.8,50.3,Satisfactory
Bengaluru,Southern-India,2023-05-30,17.5,23.1,14.4,6.9,0.51,45.1,27.1,68.3,3.7,51.6,Satisfactory
Bengaluru,Southern-India,2023-05-31,14.8,22.2,10.1,6.9,0.39,45.7,29.0,72.3,4.9,44.3,Good
Bengaluru,Southern-India,2023-06-01,15.8,22.5,13.2,7.9,0.44,39.2,28.1,63.5,5.0,47.7,Good
Bengaluru,Southern-India,2023-06-02,16.4,24.6,14.3,5.5,0.49,48.4,25.7,70.4,4.2,49.7,Good
Bengaluru,Southern-India,2023-06-03,15.1,28.4,12.5,6.2,0.57,65.7,27.3,58.4,2.2,48.2,Good
Bengaluru,Southern-India,2023-06-04,13.7,22.1,14.4,5.1,0.43,62.4,30.1,77.2,17.8,43.0,Good
Bengaluru,Southern-India,2023-06-05,15.0,24.3,11.5,6.3,0.49,51.3,32.0,67.7,11.7,45.9,Good
Bengaluru,Southern-India,2023-06-06,16.8,20.4,9.8,5.5,0.34,69.7,28.1,64.7,15.5,47.6,Good
Bengaluru,Southern-India,2023-06-07,15.9,26.2,14.2,6.8,0.45,47.9,28.4,71.4,11.0,49.5,Good
Bengaluru,Southern-India,2023-06-08,14.5,24.7,13.7,5.7,0.49,60.3,30.4,69.1,14.3,45.6,Good
Bengaluru,Southern-India,2023-06-09,13.9,22.0,12.3,6.7,0.53,72.6,30.2,66.4,6.8,43.0,Good
Bengaluru,Southern-India,2023-06-10,10.3,30.6,11.8,7.3,0.58,55.0,30.1,78.4,3.2,38.9,Good
Bengaluru,Southern-India,2023-06-11,16.5,32.5,13.1,5.7,0.35,80.2,34.8,67.6,8.7,52.7,Satisfactory
Bengaluru,Southern-India,2023-06-12,15.4,17.6,13.0,5.7,0.57,56.4,30.3,67.1,12.8,44.5,Good
Bengaluru,Southern-India,2023-06-13,12.7,24.6,9.3,6.3,0.48,60.7,30.7,80.3,5.0,40.5,Good
Bengaluru,Southern-India,2023-06-14,16.0,27.9,,5.0,0.53,51.3,32.6,82.4,3.1,48.1,Good
Bengaluru,Southern-India,2023-06-15,13.8,24.1,12.5,5.6,0.49,54.0,32.2,84.3,8.9,43.6,Good
Bengaluru,Southern-India,2023-06-16,13.6,26.6,12.5,4.4,0.43,57.9,30.0,71.6,4.4,43.8,Good
Bengaluru,Southern-India,2023-06-17,11.2,18.8,12.6,5.1,0.39,59.9,30.1,75.4,9.2,35.8,Good
Bengaluru,Southern-India,2023-06-18,18.6,22.5,16.8,6.2,0.34,54.4,32.6,65.5,13.6,54.3,Satisfactory
Bengaluru,Southern-India,2023-06-19,13.8,20.0,9.3,5.3,0.33,74.9,31.4,66.9,5.5,41.0,Good
Bengaluru,Southern-India,2023-06-20,13.1,18.8,14.4,5.9,0.43,50.9,31.9,70.2,11.2,40.5,Good
Bengaluru,Southern-India,2023-06-21,12.9,23.9,,5.7,0.46,48.4,32.7,77.1,15.8,41.2,Good
Bengaluru,Southern-India,2023-06-22,15.0,20.6,9.9,5.7,0.44,53.1,34.3,67.6,3.5,43.9,Good
Bengaluru,Southern-India,2023-06-23,11.6,23.4,10.0,4.4,0.28,56.8,35.7,74.6,4.3,37.5,Good
Bengaluru,Southern-India,2023-06-24,14.5,17.5,12.0,5.7,0.42,62.4,34.2,73.5,3.1,42.2,Good
Bengaluru,Southern-India,2023-06-25,13.7,23.6,8.3,5.9,0.36,47.9,36.7,77.3,7.7,41.9,Good
Bengaluru,Southern-India,2023-06-26,13.8,21.6,11.2,5.4,0.39,73.3,37.0,77.2,9.6,42.1,Good
Bengaluru,Southern-India,2023-06-27,13.3,26.0,11.1,5.0,0.33,69.9,33.8,80.9,9.7,42.6,Good
Bengaluru,Southern-India,2023-06-28,12.2,26.4,9.9,3.0,0.34,61.8,35.0,75.7,12.6,39.8,Good
Bengaluru,Southern-India,2023-06-29,11.6,17.9,11.8,5.9,0.44,63.4,35.0,67.3,3.0,36.3,Good
Bengaluru,Southern-India,2023-06-30,15.0,20.6,10.2,3.7,0.39,50.3,32.0,75.9,9.1,43.5,Good
Bengaluru,Southern-India,2023-07-01,14.1,26.3,10.5,5.0,0.42,54.4,32.9,80.4,7.2,44.4,Good
Bengaluru,Southern-India,2023-07-02,11.0,18.8,11.4,5.8,0.41,46.2,33.8,78.4,14.6,35.1,Good
Bengaluru,Southern-India,2023-07-03,14.0,17.7,9.8,5.4,0.51,39.6,32.0,64.0,17.4,40.6,Good
Bengaluru,Southern-India,2023-07-04,12.8,22.9,10.8,4.6,0.35,45.8,37.8,73.3,3.0,40.2,Good
Bengaluru,Southern-India,2023-07-05,8.1,16.1,8.8,5.8,0.39,65.7,31.2,70.9,12.1,27.2,Good
Bengaluru,Southern-India,2023-07-06,13.6,28.9,9.3,3.8,0.45,69.9,36.2,78.7,15.3,43.6,Good
Bengaluru,Southern-India,2023-07-07,11.4,16.6,14.2,8.6,0.43,64.7,34.6,70.2,5.3,36.6,Good
Bengaluru,Southern-India,2023-07-08,12.9,16.6,9.7,4.4,0.39,58.0,33.3,71.8,5.5,37.5,Good
Bengaluru,Southern-India,2023-07-09,14.6,24.4,9.1,5.3,0.26,63.7,38.0,67.9,13.5,44.3,Good
Bengaluru,Southern-India,2023-07-10,13.1,20.7,11.1,4.3,0.36,77.1,35.0,71.5,16.6,39.9,Good
Bengaluru,Southern-India,2023-07-11,8.7,22.4,11.7,5.2,0.3,39.4,35.2,73.7,11.3,31.7,Good
Bengaluru,Southern-India,2023-07-12,16.9,23.7,10.4,5.7,0.4,78.2,34.0,72.7,8.2,49.2,Good
Bengaluru,Southern-India,2023-07-13,9.2,19.0,13.1,6.4,0.35,84.2,34.4,80.1,6.4,32.0,Good
Bengaluru,Southern-India,2023-07-14,13.2,15.5,13.5,4.6,0.35,57.5,31.0,73.8,3.7,38.8,Good
Bengaluru,Southern-India,2023-07-15,8.6,13.6,9.3,5.2,0.35,67.0,35.3,82.6,4.1,27.3,Good
Bengaluru,Southern-India,2023-07-16,15.2,19.2,14.4,5.7,0.38,66.6,32.9,69.3,18.2,45.1,Good
Bengaluru,Southern-India,2023-07-17,11.2,17.4,10.9,,0.42,65.6,33.3,67.5,2.3,34.5,Good
Bengaluru,Southern-India,2023-07-18,12.1,17.1,10.4,5.9,0.35,52.4,36.4,81.8,2.2,36.6,Good
Bengaluru,Southern-India,2023-07-19,8.6,18.8,9.2,3.4,0.32,64.0,31.2,69.2,8.6,29.1,Good
Bengaluru,Southern-India,2023-07-20,15.2,18.3,8.4,4.6,0.35,46.0,34.8,71.6,8.9,42.7,Good
Bengaluru,Southern-India,2023-07-21,14.1,24.4,10.6,5.1,0.33,61.8,34.9,75.1,7.1,43.6,Good
Bengaluru,Southern-India,2023-07-22,14.5,22.0,8.7,3.5,0.43,57.1,34.9,76.7,19.6,42.6,Good
Bengaluru,Southern-India,2023-07-23,11.0,26.7,9.2,6.4,0.41,57.9,32.5,79.1,13.7,37.9,Good
Bengaluru,Southern-India,2023-07-24,12.3,24.4,11.5,6.1,0.3,67.1,35.6,67.1,11.3,40.2,Good
Bengaluru,Southern-India,2023-07-25,14.2,20.0,10.2,2.9,0.35,45.7,36.4,71.1,9.7,41.5,Good
Bengaluru,Southern-India,2023-07-26,13.3,22.1,9.4,5.8,0.4,73.9,33.5,73.9,16.8,40.7,Good
Bengaluru,Southern-India,2023-07-27,12.2,20.1,11.6,5.5,0.3,69.0,34.7,75.5,5.0,38.3,Good
Bengaluru,Southern-India,2023-07-28,10.8,22.7,10.4,5.1,0.46,39.6,30.0,69.7,6.8,35.9,Good
Bengaluru,Southern-India,2023-07-29,12.2,21.4,11.0,5.0,0.4,55.8,34.1,73.7,9.5,38.5,Good
Bengaluru,Southern-India,2023-07-30,13.3,15.0,9.4,5.6,0.46,59.8,35.9,77.6,4.1,37.8,Good
Bengaluru,Southern-India,2023-07-31,10.9,18.9,12.6,5.2,0.33,33.3,30.8,79.7,9.6,35.4,Good
Bengaluru,Southern-India,2023-08-01,10.9,22.6,14.8,5.5,0.31,71.3,37.9,74.9,3.5,37.5,Good
Bengaluru,Southern-India,2023-08-02,13.7,28.2,8.3,4.9,0.31,45.2,35.0,72.7,3.6,43.6,Good
Bengaluru,Southern-India,2023-08-03,15.1,22.9,11.8,7.3,0.53,42.1,34.1,76.5,2.5,45.9,Good
Bengaluru,Southern-India,2023-08-04,11.2,22.2,12.0,4.5,0.37,40.5,35.2,75.1,16.2,36.9,Good
Bengaluru,Southern-India,2023-08-05,12.9,15.5,9.8,3.2,0.34,43.5,34.5,82.3,8.7,36.9,Good
Bengaluru,Southern-India,2023-08-06,15.0,19.5,15.3,5.0,0.43,74.5,31.2,76.7,6.1,44.9,Good
Bengaluru,Southern-India,2023-08-07,10.9,22.1,9.1,6.0,0.47,78.1,38.4,72.5,10.4,35.7,Good
Bengaluru,Southern-India,2023-08-08,15.6,21.7,10.1,5.7,0.39,60.1,36.1,74.9,2.2,45.5,Good
Chennai,Southern-India,2023-01-01,50.0,126.4,54.2,19.3,1.31,46.9,19.6,22.2,11.3,175.7,Moderate
Chennai,Southern-India,2023-01-02,61.5,85.1,52.0,13.2,1.53,62.4,19.9,28.1,11.2,181.3,Moderate
Chennai,Southern-India,2023-01-03,51.6,129.4,49.4,18.9,1.64,60.5,14.8,30.1,3.0,178.6,Moderate
Chennai,Southern-India,2023-01-04,55.0,72.0,36.8,23.4,1.08,54.6,16.8,48.2,9.4,159.9,Moderate
Chennai,Southern-India,2023-01-05,47.8,109.3,43.1,20.1,1.4,65.6,16.2,41.0,15.7,161.0,Moderate
Chennai,Southern-India,2023-01-06,40.4,91.3,56.2,17.2,1.42,56.2,15.7,41.2,7.5,141.7,Moderate
Chennai,Southern-India,2023-01-07,48.7,90.9,49.2,18.7,1.24,48.1,12.3,42.4,15.3,157.2,Moderate
Chennai,Southern-India,2023-01-08,35.2,93.6,28.5,19.1,1.32,60.2,19.3,38.6,8.2,123.6,Moderate
Chennai,Southern-India,2023-01-09,47.1,120.0,58.5,25.2,1.43,58.3,14.6,46.5,11.6,169.5,Moderate
Chennai,Southern-India,2023-01-10,57.8,117.6,32.5,20.5,1.84,60.7,15.5,35.7,8.5,182.2,Moderate
Chennai,Southern-India,2023-01-11,47.7,125.0,44.4,28.9,1.73,24.9,14.4,39.3,10.7,169.3,Moderate
Chennai,Southern-India,2023-01-12,41.7,86.7,33.6,22.5,1.54,61.3,14.7,37.8,17.4,136.9,Moderate
Chennai,Southern-India,2023-01-13,69.1,97.3,46.7,20.1,1.65,61.6,15.8,35.2,7.1,202.1,Poor
Chennai,Southern-India,2023-01-14,54.2,84.5,30.9,22.7,1.2,32.1,14.4,38.1,11.1,161.4,Moderate
Chennai,Southern-India,2023-01-15,53.8,80.9,50.4,26.0,1.79,35.4,15.2,35.1,10.8,165.6,Moderate
Chennai,Southern-India,2023-01-16,63.4,86.2,46.6,16.6,1.81,69.4,17.0,36.3,8.8,185.0,Moderate
Chennai,Southern-India,2023-01-17,46.4,114.5,45.1,19.2,1.69,,12.7,44.1,2.9,160.7,Moderate
Chennai,Southern-India,2023-01-18,51.8,92.6,54.9,24.0,1.44,72.2,10.5,29.5,2.5,167.1,Moderate
Chennai,Southern-India,2023-01-19,41.9,108.5,39.7,27.8,1.3,40.9,12.2,38.3,17.6,148.8,Moderate
Chennai,Southern-India,2023-01-20,51.1,83.5,50.9,22.3,1.84,50.9,15.0,33.9,11.2,160.3,Moderate
Chennai,Southern-India,2023-01-21,54.3,113.5,42.0,22.0,1.37,43.3,16.2,35.0,4.6,176.4,Moderate
Chennai,Southern-India,2023-01-22,60.0,99.4,40.0,,1.55,47.1,18.8,41.4,5.4,180.4,Moderate
Chennai,Southern-India,2023-01-23,49.1,110.7,52.6,16.6,1.66,61.3,16.1,41.6,9.6,166.5,Moderate
Chennai,Southern-India,2023-01-24,57.6,97.2,51.9,,1.44,51.2,13.2,42.2,7.6,179.8,Moderate
Chennai,Southern-India,2023-01-25,61.0,98.9,50.9,23.0,1.99,36.1,14.5,33.8,13.0,187.5,Moderate
Chennai,Southern-India,2023-01-26,60.0,92.1,54.1,19.9,1.53,72.7,13.8,42.0,12.6,182.9,Moderate
Chennai,Southern-India,2023-01-27,53.9,126.7,32.2,24.2,1.49,73.0,14.9,38.4,2.0,178.4,Moderate
Chennai,Southern-India,2023-01-28,69.1,117.3,45.8,23.4,1.06,58.5,17.5,37.4,10.9,210.5,Poor
Chennai,Southern-India,2023-01-29,58.6,91.2,61.2,19.6,1.39,54.0,14.9,39.6,14.5,181.8,Moderate
Chennai,Southern-India,2023-01-30,56.0,82.9,41.5,17.6,1.32,67.2,13.7,38.7,5.8,166.8,Moderate
Chennai,Southern-India,2023-01-31,55.0,116.1,51.6,21.7,1.33,55.9,16.7,39.9,12.1,181.7,Moderate
Chennai,Southern-India,2023-02-01,54.2,92.8,,17.8,1.33,56.4,13.4,40.6,5.7,167.6,Moderate
Chennai,Southern-India,2023-02-02,60.2,98.7,52.3,23.9,1.25,68.8,16.4,32.5,10.5,186.3,Moderate
Chennai,Southern-India,2023-02-03,56.1,113.5,44.4,26.6,1.2,59.2,17.2,39.0,2.7,181.8,Moderate
Chennai,Southern-India,2023-02-04,39.7,74.3,58.9,17.5,1.56,59.8,17.0,44.5,10.2,134.3,Moderate
Chennai,Southern-India,2023-02-05,56.7,89.1,45.5,13.1,1.18,84.5,9.2,41.2,9.7,171.0,Moderate
Chennai,Southern-India,2023-02-06,43.9,101.4,33.4,19.9,1.5,64.5,15.2,36.2,6.2,146.8,Moderate
Chennai,Southern-India,2023-02-07,53.1,120.1,46.3,17.7,1.31,43.4,19.1,29.7,8.1,176.9,Moderate
Chennai,Southern-India,2023-02-08,42.9,87.9,40.6,19.9,1.55,73.7,15.7,19.4,11.1,141.5,Moderate
Chennai,Southern-India,2023-02-09,42.7,97.4,43.0,23.2,1.57,51.9,16.8,48.6,9.7,146.3,Moderate
Chennai,Southern-India,2023-02-10,52.0,94.7,44.6,18.0,1.4,61.5,15.0,33.4,11.8,164.1,Moderate
Chennai,Southern-India,2023-02-11,56.2,101.1,41.7,21.6,1.65,53.2,14.9,38.4,2.9,175.3,Moderate
Chennai,Southern-India,2023-02-12,53.7,117.7,38.2,23.8,1.13,37.3,16.4,25.0,9.0,176.1,Moderate
Chennai,Southern-India,2023-02-13,56.2,78.9,46.3,20.7,1.67,42.0,15.2,37.3,11.1,167.6,Moderate
Chennai,Southern-India,2023-02-14,61.0,69.3,32.5,18.0,1.49,50.6,14.8,40.5,6.2,169.1,Moderate
Chennai,Southern-India,2023-02-15,46.9,99.2,41.9,19.1,1.6,39.9,14.2,39.8,15.3,154.6,Moderate
Chennai,Southern-India,2023-02-16,50.1,106.3,41.4,20.8,1.33,64.8,13.0,44.4,6.2,164.3,Moderate
Chennai,Southern-India,2023-02-17,43.2,78.4,47.4,23.7,1.58,67.4,19.2,35.8,6.7,141.1,Moderate
Chennai,Southern-India,2023-02-18,64.0,115.7,46.0,19.1,1.4,58.0,16.0,49.7,11.5,198.3,Moderate
Chennai,Southern-India,2023-02-19,49.4,115.1,47.4,18.9,0.99,76.9,13.6,50.1,14.2,167.7,Moderate
Chennai,Southern-India,2023-02-20,42.6,101.0,39.6,24.2,1.03,51.6,17.6,33.2,11.0,146.5,Moderate
Chennai,Southern-India,2023-02-21,56.8,93.0,51.8,22.5,1.14,52.4,11.5,43.9,9.7,176.5,Moderate
Chennai,Southern-India,2023-02-22,50.4,81.5,45.9,23.8,1.78,48.4,16.4,37.0,3.3,157.1,Moderate
Chennai,Southern-India,2023-02-23,39.6,77.6,41.0,21.8,1.43,65.5,13.6,45.9,15.9,131.0,Moderate
Chennai,Southern-India,2023-02-24,44.0,102.5,49.6,19.0,1.47,41.9,17.3,48.4,10.6,152.1,Moderate
Chennai,Southern-India,2023-02-25,44.8,93.4,36.2,20.7,1.75,47.6,15.2,42.4,9.0,146.3,Moderate
Chennai,Southern-India,2023-02-26,58.9,78.2,36.5,12.6,1.45,58.2,15.0,44.2,12.3,168.3,Moderate
Chennai,Southern-India,2023-02-27,50.5,94.2,44.1,9.0,1.51,64.4,15.4,36.1,9.2,158.9,Moderate
Chennai,Southern-India,2023-02-28,47.0,98.6,44.1,14.8,1.35,56.8,20.2,45.8,12.6,154.4,Moderate
Chennai,Southern-India,2023-03-01,59.6,98.5,40.5,25.2,1.27,51.2,14.3,36.6,6.1,181.7,Moderate
Chennai,Southern-India,2023-03-02,53.7,71.8,40.2,14.6,1.35,36.6,16.2,35.9,6.3,156.5,Moderate
Chennai,Southern-India,2023-03-03,48.6,86.8,35.7,29.0,1.51,63.3,14.6,32.0,13.9,153.3,Moderate
Chennai,Southern-India,2023-03-04,38.0,84.8,36.3,18.2,1.47,55.2,19.9,44.7,6.3,128.3,Moderate
Chennai,Southern-India,2023-03-05,58.4,80.9,42.0,21.9,1.09,42.7,16.0,46.1,8.1,172.0,Moderate
Chennai,Southern-India,2023-03-06,56.5,92.7,36.1,12.3,1.08,43.7,16.1,45.8,13.1,169.1,Moderate
Chennai,Southern-India,2023-03-07,44.6,102.4,45.2,17.4,1.56,69.5,14.2,38.4,11.6,151.6,Moderate
Chennai,Southern-India,2023-03-08,39.2,88.9,41.5,16.0,1.42,55.4,15.2,52.1,11.8,133.5,Moderate
Chennai,Southern-India,2023-03-09,48.5,85.9,30.2,19.3,1.68,55.3,14.2,45.6,12.5,149.1,Moderate
Chennai,Southern-India,2023-03-10,43.2,77.3,38.0,16.0,1.47,72.9,14.5,40.8,10.3,136.3,Moderate
Chennai,Southern-India,2023-03-11,52.1,75.4,42.0,21.4,1.58,58.3,18.6,43.0,4.8,156.5,Moderate
Chennai,Southern-India,2023-03-12,52.3,78.3,43.0,23.6,1.32,61.5,18.6,50.3,3.4,158.7,Moderate
Chennai,Southern-India,2023-03-13,27.7,65.4,37.0,17.8,0.76,53.3,18.9,48.3,7.1,99.0,Satisfactory
Chennai,Southern-India,2023-03-14,39.8,90.2,34.9,19.5,1.48,64.3,19.7,51.6,4.6,134.0,Moderate
Chennai,Southern-India,2023-03-15,47.0,51.9,35.5,21.0,1.17,70.1,14.1,46.1,9.4,134.3,Moderate
Chennai,Southern-India,2023-03-16,44.5,87.6,39.7,17.7,1.07,72.5,13.5,49.4,6.9,143.9,Moderate
Chennai,Southern-India,2023-03-17,39.6,92.2,34.3,,1.41,51.6,18.3,49.8,12.5,134.1,Moderate
Chennai,Southern-India,2023-03-18,41.2,73.6,35.0,20.1,0.82,76.9,18.1,45.7,3.1,130.5,Moderate
Chennai,Southern-India,2023-03-19,41.8,62.9,37.3,17.8,1.39,60.8,21.2,51.2,11.1,127.8,Moderate
Chennai,Southern-India,2023-03-20,40.7,80.2,31.0,15.9,1.02,61.9,18.3,52.0,7.6,129.9,Moderate
Chennai,Southern-India,2023-03-21,40.9,80.6,47.1,19.5,1.28,46.3,17.6,47.5,11.6,136.1,Moderate
Chennai,Southern-India,2023-03-22,45.3,81.5,37.2,15.6,1.13,73.3,15.5,51.5,10.6,142.0,Moderate
Chennai,Southern-India,2023-03-23,45.5,67.7,34.4,12.4,1.38,76.3,15.5,50.1,14.8,135.4,Moderate
Chennai,Southern-India,2023-03-24,48.2,83.6,32.7,16.1,1.19,48.1,14.3,45.2,9.6,147.8,Moderate
Chennai,Southern-India,2023-03-25,48.0,74.9,37.8,19.7,1.38,75.0,19.3,46.9,9.0,146.1,Moderate
Chennai,Southern-India,2023-03-26,43.6,47.6,38.7,15.4,1.46,70.4,20.2,55.9,13.1,125.2,Moderate
Chennai,Southern-India,2023-03-27,42.7,78.0,30.0,14.8,1.33,33.4,17.2,48.4,5.2,132.7,Moderate
Chennai,Southern-India,2023-03-28,45.5,70.3,36.4,16.3,1.02,56.7,18.0,57.4,3.6,137.9,Moderate
Chennai,Southern-India,2023-03-29,39.7,65.4,36.3,18.4,0.9,72.5,20.0,47.6,4.2,124.1,Moderate
Chennai,Southern-India,2023-03-30,42.9,82.6,,11.0,1.04,53.3,,44.5,10.8,135.6,Moderate
Chennai,Southern-India,2023-03-31,,85.0,30.8,16.8,0.9,63.9,19.7,45.8,12.2,142.9,Moderate
Chennai,Southern-India,2023-04-01,38.7,73.5,49.2,15.9,1.06,67.4,19.8,50.2,6.4,128.6,Moderate
Chennai,Southern-India,2023-04-02,38.5,74.1,26.7,18.9,1.16,51.2,19.3,51.4,13.6,122.4,Moderate
Chennai,Southern-India,2023-04-03,37.1,69.9,40.5,17.4,1.09,56.9,19.4,53.2,13.7,121.5,Moderate
Chennai,Southern-India,2023-04-04,35.3,65.2,28.6,15.0,1.05,65.9,20.1,45.9,11.2,111.9,Moderate
