Date,Open,High,Low,Close,Adj Close,Volume,Company,Sector,Moving_Average_20,Moving_Average_50,Daily_Return
2021-09-08,98.29,98.93,96.66,97.68,97.89,850782.0,Apple,Technology,98.95,98.67,-0.0217
2021-09-09,99.9,100.85,98.91,99.81,99.9,4001407.0,Amazon,E-Commerce,98.98,98.81,0.0218
2021-09-10,101.29,102.62,100.39,101.43,101.43,581809.0,Tesla,Automotive,99.1,98.96,0.0162
2021-09-11,103.51,103.97,102.0,102.72,102.53,1334832.0,Apple,Technology,99.32,99.13,0.0127
2021-09-12,100.97,101.66,99.92,100.36,100.51,,Apple,Technology,99.27,99.27,-0.023
2021-09-13,99.32,101.38,98.86,100.63,100.97,4467209.0,Tesla,Automotive,99.22,99.44,0.0027
2021-09-14,101.85,102.23,99.91,100.92,100.99,493781.0,Amazon,E-Commerce,99.31,99.6,0.0029
2021-09-15,100.95,102.18,100.15,101.21,101.59,2106260.0,Tesla,Automotive,99.38,99.77,0.0029
2021-09-16,101.85,102.43,100.53,101.29,100.99,3258562.0,Amazon,E-Commerce,99.55,99.91,0.0008
2021-09-17,102.32,103.06,101.58,102.26,102.03,2789290.0,Microsoft,Technology,99.68,99.98,0.0096
2021-09-18,100.98,101.65,99.76,100.47,100.64,137180.0,Tesla,Automotive,99.73,100.01,-0.0175
2021-09-19,100.38,101.11,99.27,100.55,100.6,733976.0,Tesla,Automotive,99.83,100.04,0.0008
2021-09-20,97.65,98.85,96.95,98.05,98.31,4043855.0,Amazon,E-Commerce,99.8,99.99,-0.0249
2021-09-21,96.3,97.04,95.86,96.25,96.25,2351347.0,Amazon,E-Commerce,99.64,99.89,-0.0184
2021-09-22,96.19,97.4,95.16,96.71,96.53,4892030.0,Tesla,Automotive,99.57,99.8,0.0048
2021-09-23,95.52,96.1,93.81,94.54,94.5,4930083.0,Apple,Technology,99.4,99.65,-0.0224
2021-09-24,97.69,98.59,96.47,97.28,96.98,2719893.0,Apple,Technology,99.38,99.58,0.029
2021-09-25,95.63,96.92,93.53,94.81,94.59,3891860.0,Apple,Technology,99.29,99.46,-0.0254
2021-09-26,94.39,96.11,93.6,95.27,95.46,457054.0,Microsoft,Technology,99.1,99.36,0.0049
2021-09-27,95.34,96.53,94.46,95.43,95.61,2602656.0,Microsoft,Technology,98.88,99.25,0.0017
2021-09-28,97.16,97.54,95.77,96.21,96.29,1981986.0,Amazon,E-Commerce,98.81,99.11,0.0082
2021-09-29,94.82,96.26,94.09,95.42,95.07,1089924.0,Microsoft,Technology,98.59,99.0,-0.0082
2021-09-30,96.22,96.89,95.24,96.42,96.35,2065629.0,Apple,Technology,98.34,98.89,0.0105
2021-10-01,96.31,96.66,95.7,96.03,95.78,2928607.0,Tesla,Automotive,98.01,98.8,-0.004
2021-10-02,94.93,95.5,93.95,94.81,95.05,1203248.0,Microsoft,Technology,97.73,98.71,-0.0127
2021-10-03,96.1,97.26,93.97,94.8,94.68,1734685.0,Microsoft,Technology,97.44,98.6,-0.0001
2021-10-04,95.92,97.24,95.11,96.15,95.94,4363528.0,Apple,Technology,97.2,98.5,0.0142
2021-10-05,95.59,96.46,93.49,94.6,94.6,1129922.0,Microsoft,Technology,96.87,98.4,-0.0161
2021-10-06,95.0,95.84,94.1,95.5,95.37,334745.0,Amazon,E-Commerce,96.58,98.34,0.0095
2021-10-07,94.84,95.67,93.6,94.93,95.23,3683650.0,Tesla,Automotive,96.21,98.25,-0.006
2021-10-08,95.54,96.43,95.01,95.52,95.37,3898570.0,Apple,Technology,95.96,98.19,0.0062
2021-10-09,95.65,96.54,94.81,,95.41,2463319.0,Amazon,E-Commerce,95.72,98.12,0.0018
2021-10-10,98.29,98.54,96.43,97.26,96.83,1918222.0,Apple,Technology,95.68,98.08,0.0164
2021-10-11,95.99,97.09,95.51,96.55,96.55,2935148.0,Amazon,E-Commerce,95.7,98.04,-0.0073
2021-10-12,98.43,99.27,97.35,98.49,98.38,663506.0,Tesla,Automotive,95.79,97.99,0.0201
2021-10-13,96.83,97.8,95.03,96.53,96.24,615729.0,Tesla,Automotive,95.88,97.89,-0.0199
2021-10-14,95.51,96.59,94.71,96.45,96.69,3012044.0,Amazon,E-Commerce,95.84,97.83,-0.0008
2021-10-15,95.92,96.79,94.97,96.04,96.17,2183805.0,Amazon,E-Commerce,95.9,97.76,-0.0043
2021-10-16,96.32,98.31,95.5,97.46,97.46,3213192.0,Amazon,E-Commerce,96.01,97.75,0.0148
2021-10-17,97.09,98.15,96.18,96.77,97.04,454182.0,Amazon,E-Commerce,96.08,97.69,-0.0071
2021-10-18,95.98,96.99,95.49,95.75,95.88,2740955.0,Amazon,E-Commerce,96.06,97.62,-0.0105
2021-10-19,97.04,98.02,95.05,95.64,95.48,3668935.0,Amazon,E-Commerce,96.07,97.56,-0.0011
2021-10-20,94.89,95.71,94.51,95.15,94.94,2598002.0,Tesla,Automotive,96.01,97.49,-0.0051
2021-10-21,96.11,96.34,94.64,95.95,96.12,2142532.0,Amazon,E-Commerce,96.0,97.42,0.0084
2021-10-22,97.15,97.83,95.78,96.55,96.63,3016585.0,Microsoft,Technology,96.09,97.39,0.0063
2021-10-23,96.69,97.79,95.71,96.4,96.44,1674255.0,Tesla,Automotive,96.17,97.36,-0.0016
2021-10-24,97.62,98.83,96.06,97.13,96.96,3879404.0,Apple,Technology,96.22,97.34,0.0076
2021-10-25,97.5,98.51,95.77,96.24,96.36,4583562.0,Tesla,Automotive,96.3,97.34,-0.0092
2021-10-26,98.22,99.15,97.45,98.02,97.87,2869785.0,Apple,Technology,96.43,97.32,0.0185
2021-10-27,98.63,99.91,97.81,99.0,98.98,3614078.0,Apple,Technology,96.63,97.3,0.01
2021-10-28,97.9,98.53,96.59,97.7,97.99,3815663.0,Microsoft,Technology,96.74,97.3,-0.0131
2021-10-29,96.67,98.25,95.72,97.49,97.36,3721609.0,Amazon,E-Commerce,96.83,97.26,-0.0021
2021-10-30,97.28,100.0,96.41,98.7,98.39,2764119.0,Amazon,E-Commerce,96.9,97.2,0.0124
2021-10-31,98.3,99.33,97.48,98.82,98.61,1411147.0,Tesla,Automotive,97.01,97.12,0.0012
2021-11-01,98.2,99.69,97.28,98.41,98.61,2197951.0,Amazon,E-Commerce,97.01,97.08,-0.0041
2021-11-02,98.17,99.63,97.31,98.92,98.97,1636201.0,Microsoft,Technology,97.13,97.05,0.0052
2021-11-03,100.03,101.22,99.26,99.75,99.72,1679889.0,Tesla,Automotive,97.29,97.03,0.0084
2021-11-04,99.56,99.94,98.28,99.1,99.0,638769.0,Tesla,Automotive,97.45,96.99,-0.0065
2021-11-05,99.68,100.65,98.98,99.46,99.55,387555.0,Tesla,Automotive,97.55,96.95,0.0036
2021-11-06,100.17,100.79,99.35,100.21,100.04,1900830.0,Amazon,E-Commerce,97.72,96.91,0.0075
2021-11-07,98.64,99.18,97.99,98.8,98.87,3875944.0,Amazon,E-Commerce,97.87,96.87,-0.0141
2021-11-08,100.22,101.94,98.65,101.08,100.93,2844454.0,Amazon,E-Commerce,98.14,96.88,0.0231
2021-11-09,100.78,102.49,99.99,101.39,101.21,508177.0,Tesla,Automotive,98.46,96.95,0.0031
2021-11-10,101.02,101.8,100.64,101.25,101.12,4808415.0,Tesla,Automotive,98.72,97.05,-0.0014
2021-11-11,103.22,103.79,102.46,103.44,103.37,3297418.0,Apple,Technology,99.07,97.19,0.0216
2021-11-12,103.22,103.99,101.27,102.23,102.22,4871462.0,Apple,Technology,99.36,97.34,-0.0117
2021-11-13,104.72,105.49,102.97,104.27,104.32,3221192.0,Amazon,E-Commerce,99.71,97.48,0.02
2021-11-14,103.96,105.06,103.34,104.09,103.35,2888647.0,Tesla,Automotive,100.11,97.67,-0.0017
2021-11-15,103.46,104.76,103.14,103.68,103.52,1670497.0,Amazon,E-Commerce,100.39,97.83,-0.0039
2021-11-16,104.77,105.55,102.86,103.91,103.83,834158.0,Amazon,E-Commerce,100.64,98.0,0.0022
2021-11-17,104.55,106.27,104.17,104.92,105.22,2792205.0,Apple,Technology,101.0,98.18,0.0097
2021-11-18,104.83,105.69,103.61,104.28,104.07,905231.0,Microsoft,Technology,101.34,98.35,-0.0061
2021-11-19,103.6,104.3,102.47,103.19,103.22,1522771.0,Amazon,E-Commerce,101.56,98.49,-0.0105
2021-11-20,105.33,106.87,104.55,106.55,106.85,3269283.0,Microsoft,Technology,101.95,98.7,0.0326
2021-11-21,104.62,106.51,103.61,105.79,105.52,2579129.0,Microsoft,Technology,102.32,98.92,-0.0071
2021-11-22,104.13,104.83,103.0,103.59,103.67,955434.0,Tesla,Automotive,102.55,99.1,-0.0208
2021-11-23,105.69,106.78,104.54,105.25,105.09,408697.0,Tesla,Automotive,102.82,99.28,0.016
2021-11-24,106.31,107.25,105.41,106.21,106.11,3510960.0,Amazon,E-Commerce,103.18,99.51,0.0091
2021-11-25,105.92,106.37,104.95,105.79,105.63,3815799.0,Apple,Technology,103.5,99.72,-0.004
2021-11-26,106.23,107.4,105.4,106.55,106.4,4819707.0,Apple,Technology,103.81,99.95,0.0072
2021-11-27,106.85,108.4,105.92,107.4,107.94,172908.0,Amazon,E-Commerce,104.24,100.19,0.008
2021-11-28,105.0,107.98,103.95,106.72,106.89,1741973.0,Amazon,E-Commerce,104.52,100.41,-0.0063
2021-11-29,106.12,107.31,105.2,106.24,106.46,4665391.0,Apple,Technology,104.77,100.59,-0.0045
2021-11-30,105.21,106.24,103.91,104.84,104.94,4303726.0,Microsoft,Technology,104.95,100.75,-0.0132
2021-12-01,106.02,108.07,105.7,107.25,106.93,942606.0,Amazon,E-Commerce,105.14,100.93,0.023
2021-12-02,105.31,106.76,104.5,105.84,105.92,3971549.0,Microsoft,Technology,105.32,101.11,-0.0131
2021-12-03,105.54,106.72,104.17,105.12,105.33,550415.0,Amazon,E-Commerce,105.36,101.29,-0.0068
2021-12-04,104.7,105.53,103.68,105.13,104.96,3799446.0,Amazon,E-Commerce,105.41,101.47,0.0001
2021-12-05,104.79,106.85,104.2,106.15,106.35,4323138.0,Microsoft,Technology,105.54,101.64,0.0097
2021-12-06,103.38,105.81,102.77,105.24,105.38,648723.0,Microsoft,Technology,105.6,101.81,-0.0086
2021-12-07,103.98,105.11,103.35,104.2,104.57,3332940.0,Apple,Technology,105.57,101.98,-0.0099
2021-12-08,105.12,106.29,103.5,104.46,104.38,1728661.0,Amazon,E-Commerce,105.58,102.16,0.0025
2021-12-09,105.31,105.93,103.39,104.5,104.28,2633922.0,Tesla,Automotive,105.64,102.34,0.0004
2021-12-10,103.74,104.33,103.06,104.25,104.18,4873147.0,Tesla,Automotive,105.53,102.51,-0.0024
2021-12-11,103.2,103.88,101.16,102.24,102.52,185350.0,Amazon,E-Commerce,105.35,102.62,-0.0193
2021-12-12,103.97,105.04,102.75,103.58,103.22,4309020.0,Amazon,E-Commerce,105.35,102.77,0.0131
2021-12-13,101.78,103.37,101.02,102.4,101.99,1208837.0,Amazon,E-Commerce,105.21,102.87,-0.0114
2021-12-14,101.03,101.96,99.56,100.3,100.32,1045032.0,Microsoft,Technology,104.91,102.95,-0.0205
2021-12-15,100.54,101.26,99.33,100.35,100.26,2985579.0,Tesla,Automotive,104.64,103.0,0.0005
2021-12-16,100.56,100.97,98.94,99.84,99.84,792019.0,Tesla,Automotive,104.3,103.02,-0.0051
2021-12-17,100.21,102.09,98.72,101.13,101.32,3744393.0,Tesla,Automotive,103.99,103.09,0.0129
2021-12-18,101.63,103.07,101.08,102.52,102.41,1540352.0,Amazon,E-Commerce,103.78,103.19,0.0137
2021-12-19,102.15,103.81,101.19,102.36,101.98,2009042.0,Microsoft,Technology,103.58,103.26,-0.0016
2021-12-20,,103.32,101.37,102.35,102.76,1977330.0,Amazon,E-Commerce,103.46,103.33,-0.0001
2021-12-21,,103.0,101.76,102.37,102.17,1812460.0,Apple,Technology,103.22,103.41,0.0002
2021-12-22,101.59,102.21,100.38,101.18,100.97,655134.0,Apple,Technology,102.98,103.45,-0.0116
2021-12-23,101.85,102.62,100.64,101.49,101.71,4247036.0,Tesla,Automotive,102.8,103.49,0.0031
2021-12-24,100.7,101.45,99.02,100.72,100.64,2420886.0,Amazon,E-Commerce,102.58,103.52,-0.0076
2021-12-25,102.17,103.3,100.11,100.86,100.84,1148278.0,Apple,Technology,102.32,103.55,0.0014
2021-12-26,100.46,101.76,100.0,100.91,101.0,223182.0,Apple,Technology,102.1,103.56,0.0005
2021-12-27,101.1,102.01,100.22,101.43,101.65,4342895.0,Amazon,E-Commerce,101.96,103.62,0.0052
2021-12-28,102.27,103.64,102.07,102.25,102.18,3543749.0,Microsoft,Technology,101.85,103.64,0.0081
2021-12-29,101.33,103.8,100.55,102.99,103.29,184106.0,Amazon,E-Commerce,101.78,103.67,0.0072
2021-12-30,103.38,104.41,101.82,102.62,102.2,1750882.0,Amazon,E-Commerce,101.69,103.7,-0.0036
2021-12-31,104.0,104.62,102.72,103.76,103.91,2559150.0,Microsoft,Technology,101.77,103.71,0.0111
2022-01-01,103.09,104.55,102.0,103.64,103.47,2125216.0,Tesla,Automotive,101.77,103.73,-0.0012
2022-01-02,103.49,104.38,102.79,103.44,103.71,264486.0,Tesla,Automotive,101.83,103.72,-0.0019
2022-01-03,103.72,103.96,102.94,103.69,103.72,1793696.0,Tesla,Automotive,101.99,103.71,0.0024
2022-01-04,102.78,104.71,102.21,103.31,103.17,2931455.0,Microsoft,Technology,102.14,103.7,-0.0037
2022-01-05,102.53,103.88,102.06,102.69,102.82,3946556.0,Apple,Technology,102.29,103.68,-0.006
2022-01-06,103.21,103.89,101.82,102.71,102.89,835062.0,Microsoft,Technology,102.36,103.63,0.0002
2022-01-07,102.69,103.41,102.27,102.94,103.07,827468.0,Amazon,E-Commerce,102.39,103.61,0.0022
2022-01-08,104.91,105.82,104.0,104.68,104.47,2164618.0,Microsoft,Technology,102.5,103.64,0.0169
2022-01-09,105.05,105.87,104.45,104.95,104.85,4386812.0,Apple,Technology,102.63,103.6,0.0026
2022-01-10,108.11,109.02,106.67,107.63,107.63,3554707.0,Apple,Technology,102.89,103.64,0.0255
2022-01-11,107.09,107.95,105.63,106.97,106.96,2915845.0,Amazon,E-Commerce,103.18,103.71,-0.0061
2022-01-12,107.17,108.81,106.76,107.85,108.0,3096038.0,Tesla,Automotive,103.5,103.76,0.0082
2022-01-13,108.75,109.98,107.8,108.04,107.64,4972587.0,Apple,Technology,103.87,103.8,0.0018
2022-01-14,109.99,111.29,109.22,110.32,110.39,3176511.0,Apple,Technology,104.34,103.89,0.0211
2022-01-15,109.14,110.27,108.34,109.79,109.73,2002453.0,Apple,Technology,104.78,103.95,-0.0048
2022-01-16,108.81,110.35,107.94,109.14,108.98,4154066.0,Amazon,E-Commerce,105.17,103.99,-0.0059
2022-01-17,108.68,109.97,107.12,107.78,107.63,3968707.0,Apple,Technology,105.45,104.01,-0.0125
2022-01-18,105.48,107.22,104.64,105.38,105.34,2898658.0,Tesla,Automotive,105.57,103.99,-0.0223
2022-01-19,105.49,105.95,104.03,104.94,104.22,1524241.0,Amazon,E-Commerce,105.68,103.99,-0.0042
2022-01-20,104.91,105.79,103.34,104.45,104.31,1002810.0,Tesla,Automotive,105.72,103.94,-0.0047
2022-01-21,105.2,105.37,104.46,104.67,104.5,4559118.0,Apple,Technology,105.77,103.91,0.0021
2022-01-22,105.28,106.24,104.12,104.81,104.91,3814528.0,Apple,Technology,105.84,103.91,0.0013
2022-01-23,106.88,107.52,105.55,106.42,106.26,4480268.0,Tesla,Automotive,105.97,103.93,0.0154
2022-01-24,107.6,109.17,107.08,107.79,107.75,3795611.0,Amazon,E-Commerce,106.2,103.97,0.0129
2022-01-25,107.48,108.1,106.16,107.53,107.84,1146094.0,Amazon,E-Commerce,106.44,104.01,-0.0024
2022-01-26,106.01,107.13,105.4,106.84,107.04,3492389.0,Tesla,Automotive,106.65,104.07,-0.0064
2022-01-27,105.57,107.41,104.79,106.76,106.94,3516502.0,Apple,Technology,106.84,104.11,-0.0007
2022-01-28,105.93,106.14,104.54,105.51,105.41,854108.0,Microsoft,Technology,106.88,104.13,-0.0117
2022-01-29,,109.02,106.46,107.08,107.19,832878.0,Tesla,Automotive,106.99,104.19,0.0149
2022-01-30,107.54,108.89,107.3,108.71,108.66,3319919.0,Tesla,Automotive,107.04,104.32,0.0152
2022-01-31,107.75,108.64,107.08,107.83,107.79,1101622.0,Tesla,Automotive,107.08,104.4,-0.0081
2022-02-01,106.85,107.03,105.72,106.83,106.91,3346319.0,Apple,Technology,107.03,104.49,-0.0093
2022-02-02,108.92,109.63,106.3,107.0,106.88,1736617.0,Amazon,E-Commerce,106.98,104.62,0.0016
2022-02-03,107.79,109.09,107.06,107.6,107.9,3830536.0,Apple,Technology,106.84,104.77,0.0056
2022-02-04,108.66,110.08,107.58,109.17,109.14,,Tesla,Automotive,106.81,104.96,0.0146
2022-02-05,107.33,108.06,106.63,107.52,107.64,2566704.0,Apple,Technology,106.73,105.08,-0.0151
2022-02-06,107.51,108.96,106.87,108.17,108.46,2459792.0,Apple,Technology,106.75,105.2,0.006
2022-02-07,106.51,107.81,105.66,107.01,107.21,461911.0,Tesla,Automotive,106.83,105.29,-0.0107
2022-02-08,106.48,107.42,105.34,106.38,106.09,1146251.0,Apple,Technology,106.9,105.37,-0.0059
2022-02-09,106.19,106.77,104.67,106.38,106.47,385356.0,Microsoft,Technology,107.0,105.45,0.0
2022-02-10,106.57,107.55,105.11,106.16,106.33,1624205.0,Apple,Technology,107.08,105.55,-0.0021
2022-02-11,106.04,106.06,104.79,105.94,106.12,3103337.0,Apple,Technology,107.13,105.64,-0.0021
2022-02-12,106.65,107.26,104.78,105.42,105.2,1268694.0,Amazon,E-Commerce,107.08,105.73,-0.0049
2022-02-13,106.12,107.07,105.63,106.42,106.29,216481.0,Amazon,E-Commerce,107.01,105.84,0.0095
2022-02-14,106.35,107.34,105.38,106.2,106.4,4362563.0,Tesla,Automotive,106.95,105.95,-0.0021
2022-02-15,107.04,107.94,106.21,107.13,106.98,3375654.0,Tesla,Automotive,106.96,106.06,0.0088
2022-02-16,105.28,106.12,104.8,105.74,105.68,3774777.0,Amazon,E-Commerce,106.91,106.13,-0.013
2022-02-17,104.97,105.9,104.22,105.4,105.71,2213527.0,Microsoft,Technology,106.9,106.18,-0.0032
2022-02-18,105.77,106.63,104.73,105.65,105.64,1310213.0,Apple,Technology,106.83,106.24,0.0024
2022-02-19,106.05,107.83,105.14,107.05,106.91,2299806.0,Microsoft,Technology,106.75,106.31,0.0133
2022-02-20,106.99,107.61,104.85,105.8,105.62,4495102.0,Microsoft,Technology,106.65,106.35,-0.0117
2022-02-21,107.09,107.84,106.2,107.18,107.25,2342019.0,Amazon,E-Commerce,106.67,106.43,0.013
2022-02-22,106.68,108.25,106.03,107.24,106.97,2162044.0,Tesla,Automotive,106.68,106.5,0.0006
2022-02-23,108.02,109.08,107.38,108.43,108.38,412051.0,Apple,Technology,106.72,106.6,0.0111
2022-02-24,108.88,109.65,106.9,107.34,107.41,2891004.0,Tesla,Automotive,106.63,106.69,-0.0101
2022-02-25,110.42,111.87,108.89,110.22,110.48,3397334.0,Microsoft,Technology,106.76,106.84,0.0268
2022-02-26,111.4,112.91,110.6,112.54,112.68,3668125.0,Microsoft,Technology,106.98,107.04,0.021
2022-02-27,112.33,112.57,111.11,111.85,111.7,2741436.0,Tesla,Automotive,107.22,107.18,-0.0061
2022-02-28,112.51,113.54,111.62,112.14,112.38,1876025.0,Tesla,Automotive,107.51,107.32,0.0026
2022-03-01,114.42,115.02,111.78,113.46,113.4,1254258.0,Amazon,E-Commerce,107.87,107.44,0.0118
2022-03-02,115.4,116.41,114.92,115.71,115.46,2542905.0,Tesla,Automotive,108.34,107.61,0.0198
2022-03-03,113.67,115.08,113.0,114.51,114.48,1090170.0,Tesla,Automotive,108.77,107.75,-0.0104
2022-03-04,115.22,115.94,113.62,114.55,114.83,1833341.0,Amazon,E-Commerce,109.23,107.88,0.0003
2022-03-05,115.67,117.39,114.69,116.11,116.14,1512210.0,Tesla,Automotive,109.71,107.99,0.0136
2022-03-06,114.3,115.34,112.61,113.69,113.7,3263257.0,Microsoft,Technology,110.09,108.07,-0.0208
2022-03-07,112.94,113.99,110.5,111.84,112.17,2774986.0,Tesla,Automotive,110.32,108.13,-0.0163
2022-03-08,110.23,110.61,109.24,110.19,109.91,3515814.0,Apple,Technology,110.54,108.17,-0.0148
2022-03-09,110.06,111.62,109.58,111.17,110.91,2050256.0,Microsoft,Technology,110.83,108.29,0.0089
2022-03-10,111.62,111.67,110.24,110.97,110.64,2903528.0,Amazon,E-Commerce,111.1,108.41,-0.0018
2022-03-11,112.44,113.04,111.55,112.48,112.56,3508168.0,Microsoft,Technology,111.37,108.57,0.0136
2022-03-12,112.48,113.62,111.06,112.53,112.56,4354284.0,Amazon,E-Commerce,111.71,108.73,0.0004
2022-03-13,113.83,116.21,113.45,115.26,115.57,943214.0,Apple,Technology,112.11,108.94,0.0243
2022-03-14,113.14,114.47,111.98,113.74,113.79,265301.0,Apple,Technology,112.44,109.08,-0.0132
2022-03-15,112.26,113.13,111.4,112.33,112.25,4914974.0,Microsoft,Technology,112.63,109.17,-0.0124
2022-03-16,110.63,111.68,109.58,111.09,111.09,1202020.0,Tesla,Automotive,112.82,109.25,-0.011
2022-03-17,111.56,112.56,110.8,111.7,111.72,397180.0,Microsoft,Technology,112.89,109.34,0.0055
2022-03-18,112.23,113.26,110.21,110.76,110.43,3505914.0,Microsoft,Technology,112.8,109.42,-0.0084
2022-03-19,109.41,110.51,108.39,110.19,110.73,4277927.0,Apple,Technology,112.72,109.52,-0.0051
2022-03-20,109.59,110.48,107.78,108.78,108.88,4976831.0,Amazon,E-Commerce,112.55,109.55,-0.0128
2022-03-21,107.53,109.25,106.44,108.17,108.21,1767391.0,Microsoft,Technology,112.29,109.54,-0.0056
2022-03-22,108.94,109.62,107.38,108.18,108.3,3329065.0,Tesla,Automotive,111.91,109.55,0.0001
2022-03-23,109.0,110.01,108.18,108.8,108.94,3559340.0,Apple,Technology,111.63,109.59,0.0057
2022-03-24,108.65,110.29,107.4,107.74,107.71,3318622.0,Microsoft,Technology,111.29,109.6,-0.0097
2022-03-25,108.24,109.0,106.29,107.34,107.21,4740604.0,Microsoft,Technology,110.85,109.6,-0.0037
2022-03-26,107.88,108.8,105.39,106.31,106.43,687426.0,Tesla,Automotive,110.48,109.54,-0.0096
2022-03-27,106.81,107.39,105.74,106.25,106.32,3530460.0,Microsoft,Technology,110.2,109.51,-0.0006
2022-03-28,107.64,108.75,107.0,107.89,107.73,3240380.0,Microsoft,Technology,110.08,109.51,0.0154
2022-03-29,106.59,107.52,105.28,105.94,106.22,1231614.0,Microsoft,Technology,109.82,109.49,-0.0181
2022-03-30,106.82,107.96,106.46,107.1,107.16,2156744.0,Microsoft,Technology,109.63,109.5,0.0109
2022-03-31,106.63,107.57,106.08,107.07,107.22,2566507.0,Tesla,Automotive,109.36,109.51,-0.0003
2022-04-01,105.52,106.38,104.95,105.41,105.69,1766561.0,Microsoft,Technology,109.0,109.5,-0.0155
2022-04-02,105.65,106.89,104.53,105.2,105.21,876385.0,Microsoft,Technology,108.5,109.48,-0.002
2022-04-03,105.19,106.12,103.83,104.41,104.48,2004514.0,Microsoft,Technology,108.03,109.46,-0.0075
2022-04-04,103.47,105.65,103.16,104.56,104.73,2397167.0,Apple,Technology,107.64,109.43,0.0014
2022-04-05,103.35,104.07,101.47,102.87,102.73,1176419.0,Tesla,Automotive,107.23,109.36,-0.0162
2022-04-06,105.4,106.42,103.3,104.48,104.49,1106840.0,Apple,Technology,106.87,109.31,0.0157
2022-04-07,104.72,105.9,104.15,105.02,105.04,1081489.0,Apple,Technology,106.59,109.29,0.0052
2022-04-08,103.02,104.04,102.13,103.53,103.33,4243315.0,Tesla,Automotive,106.25,109.26,-0.0142
2022-04-09,103.99,105.53,103.06,104.63,105.09,4659512.0,Apple,Technology,106.04,109.24,0.0106
2022-04-10,104.83,105.33,103.22,,104.1,3372145.0,Apple,Technology,105.86,109.18,-0.0024
2022-04-11,103.95,104.56,103.25,103.8,103.54,319356.0,Apple,Technology,105.64,109.14,-0.0056
2022-04-12,104.07,105.01,102.94,104.15,104.41,3631024.0,Tesla,Automotive,105.4,109.08,0.0034
2022-04-13,105.08,105.97,104.25,,105.03,3095353.0,Microsoft,Technology,105.26,109.03,0.0071
2022-04-14,105.22,105.66,104.67,105.07,104.86,,Amazon,E-Commerce,105.15,108.97,0.0017
2022-04-15,104.5,105.95,103.48,104.84,104.96,584600.0,Amazon,E-Commerce,105.07,108.92,-0.0022
2022-04-16,103.83,104.8,102.44,103.63,103.92,1595318.0,Tesla,Automotive,104.94,108.78,-0.0115
2022-04-17,101.46,102.46,99.89,101.87,101.87,2008151.0,Amazon,E-Commerce,104.64,108.57,-0.017
2022-04-18,99.93,100.27,98.65,99.09,99.61,3017167.0,Tesla,Automotive,104.3,108.32,-0.0273
2022-04-19,101.04,101.96,100.03,101.2,100.86,3389363.0,Tesla,Automotive,104.0,108.1,0.0213
2022-04-20,103.95,104.62,102.45,103.13,103.27,2457761.0,Amazon,E-Commerce,103.81,107.89,0.0191
2022-04-21,102.73,103.57,101.4,102.44,102.67,746231.0,Apple,Technology,103.66,107.63,-0.0067
2022-04-22,104.08,104.77,102.64,103.0,103.18,869822.0,Microsoft,Technology,103.55,107.4,0.0055
2022-04-23,104.54,104.74,103.03,103.45,103.41,2886202.0,Amazon,E-Commerce,103.5,107.17,0.0044
2022-04-24,107.36,108.04,106.44,107.01,106.95,4309229.0,Amazon,E-Commerce,103.62,106.99,0.0344
2022-04-25,107.76,108.59,106.94,107.89,107.97,3987875.0,Amazon,E-Commerce,103.88,106.88,0.0082
2022-04-26,108.05,109.04,106.12,106.73,106.9,1749379.0,Amazon,E-Commerce,103.99,106.77,-0.0108
2022-04-27,106.88,107.47,104.84,105.84,105.96,2396482.0,Tesla,Automotive,104.03,106.69,-0.0083
2022-04-28,104.84,106.29,103.73,104.99,105.19,2857867.0,Tesla,Automotive,104.1,106.56,-0.008
2022-04-29,105.66,105.95,104.68,105.72,105.52,3346582.0,Microsoft,Technology,104.16,106.46,0.007
2022-04-30,104.15,105.34,102.08,103.36,103.32,2492001.0,Microsoft,Technology,104.1,106.28,-0.0223
2022-05-01,103.91,104.64,102.14,103.06,102.88,2372133.0,Amazon,E-Commerce,104.07,106.09,-0.0029
2022-05-02,102.44,103.49,101.97,102.4,102.33,2416830.0,Amazon,E-Commerce,103.98,105.83,-0.0064
2022-05-03,101.69,103.1,100.48,102.28,102.48,2325653.0,Amazon,E-Commerce,103.85,105.6,-0.0012
2022-05-04,103.41,104.56,102.46,103.08,103.1,1333387.0,Microsoft,Technology,103.75,105.41,0.0078
2022-05-05,104.03,105.03,102.95,104.35,104.87,4905865.0,Amazon,E-Commerce,103.73,105.28,0.0123
2022-05-06,104.44,104.91,102.95,104.22,104.26,150818.0,Apple,Technology,103.76,105.13,-0.0012
2022-05-07,105.39,106.62,103.62,104.56,104.57,2349119.0,Microsoft,Technology,103.89,105.01,0.0033
2022-05-08,106.14,106.91,105.74,106.09,106.11,2551603.0,Apple,Technology,104.24,104.92,0.0146
2022-05-09,104.17,105.82,103.65,104.95,104.82,1597116.0,Amazon,E-Commerce,104.43,104.85,-0.0107
2022-05-10,106.43,107.79,105.23,106.62,106.61,4412946.0,Tesla,Automotive,104.6,104.82,0.0159
2022-05-11,107.87,109.36,107.13,108.87,109.09,3006273.0,Apple,Technology,104.92,104.83,0.0211
2022-05-12,105.37,106.35,104.0,104.83,104.85,295428.0,Microsoft,Technology,105.01,104.75,-0.0371
2022-05-13,105.34,107.16,104.31,106.54,106.38,3994099.0,Apple,Technology,105.17,104.73,0.0163
